-0.132901, 0.458874, -0.501675, 
-0.0820683, 0.467676, -0.502301, 
-0.137943, 0.47392, -0.501689, 
-0.206364, 0.051297, -0.403781, 
-0.137614, 0.043146, -0.405347, 
-0.0685921, 0.049781, -0.403859, 
-0.294871, 0.153304, -0.401965, 
-0.226746, 0.126746, -0.411189, 
-0.138018, 0.119014, -0.418242, 
-0.0465342, 0.125626, -0.411598, 
0.0231366, 0.15496, -0.403499, 
-0.309059, 0.231422, -0.410121, 
-0.23782, 0.218623, -0.427622, 
-0.137694, 0.219808, -0.438204, 
-0.0380598, 0.218949, -0.429099, 
0.0364174, 0.227894, -0.410814, 
-0.395028, 0.353215, -0.403702, 
-0.329096, 0.322379, -0.420967, 
-0.235004, 0.320394, -0.4433, 
-0.138011, 0.319549, -0.449201, 
-0.0402421, 0.320837, -0.444033, 
0.0567526, 0.322124, -0.422235, 
0.120928, 0.354712, -0.403478, 
-0.402572, 0.431298, -0.41025, 
-0.334774, 0.419305, -0.436216, 
-0.237577, 0.418977, -0.455773, 
-0.138253, 0.417355, -0.465658, 
-0.0375929, 0.418354, -0.457253, 
0.0603233, 0.42107, -0.43821, 
0.130139, 0.429475, -0.411818, 
-0.404332, 0.479354, -0.410502, 
-0.332892, 0.483365, -0.432737, 
-0.237247, 0.483511, -0.459799, 
-0.137382, 0.48334, -0.470964, 
-0.0377683, 0.483345, -0.461772, 
0.0586389, 0.48413, -0.433706, 
0.130675, 0.48022, -0.41273, 
-0.136063, -0.441455, -0.301771, 
-0.0747532, -0.435576, -0.300046, 
-0.210709, -0.36035, -0.306507, 
-0.137929, -0.374016, -0.310035, 
-0.0633691, -0.362942, -0.306482, 
-0.295449, -0.246696, -0.304219, 
-0.230104, -0.277522, -0.316537, 
-0.138118, -0.28236, -0.328867, 
-0.0435525, -0.278314, -0.317587, 
0.0217463, -0.249995, -0.304421, 
-0.306942, -0.173718, -0.311036, 
-0.237606, -0.181719, -0.33472, 
-0.13752, -0.181418, -0.348377, 
-0.0371824, -0.181715, -0.33654, 
0.0352547, -0.172993, -0.312122, 
-0.388116, -0.0418082, -0.300719, 
-0.324113, -0.0787058, -0.323251, 
-0.23662, -0.0814973, -0.353648, 
-0.137779, -0.0825778, -0.36578, 
-0.038325, -0.0819888, -0.354869, 
0.0531112, -0.0776842, -0.324638, 
0.112662, -0.0484512, -0.301874, 
-0.395995, 0.038004, -0.307472, 
-0.336103, 0.018765, -0.33824, 
-0.238477, 0.016496, -0.370684, 
-0.137202, 0.010395, -0.379986, 
-0.0353054, 0.015321, -0.372044, 
0.0603044, 0.019505, -0.341034, 
0.122699, 0.033692, -0.310192, 
-0.409689, 0.12485, -0.318476, 
-0.336425, 0.118638, -0.357637, 
-0.24953, 0.109117, -0.373228, 
-0.137705, 0.11663, -0.368097, 
-0.0257097, 0.107758, -0.373413, 
0.0628832, 0.118707, -0.359197, 
0.137408, 0.124163, -0.321322, 
-0.424132, 0.222718, -0.332081, 
-0.346796, 0.215813, -0.364475, 
-0.240495, 0.21955, -0.375737, 
-0.138481, 0.21318, -0.386497, 
-0.0354316, 0.219985, -0.376615, 
0.0723237, 0.214576, -0.365807, 
0.151377, 0.221909, -0.333816, 
0.212827, 0.260492, -0.301192, 
-0.493939, 0.34542, -0.308107, 
-0.434166, 0.320577, -0.344231, 
-0.349485, 0.313821, -0.366892, 
-0.250527, 0.30796, -0.388654, 
-0.139599, 0.287401, -0.39582, 
-0.0243632, 0.306279, -0.390096, 
0.0728546, 0.311983, -0.368712, 
0.159312, 0.319127, -0.347432, 
0.220856, 0.340247, -0.31015, 
-0.504295, 0.426835, -0.318574, 
-0.440074, 0.417208, -0.355422, 
-0.346862, 0.41557, -0.376227, 
-0.275904, 0.384148, -0.393926, 
0.000618713, 0.385669, -0.396659, 
0.0725511, 0.413616, -0.378601, 
0.166969, 0.417335, -0.356577, 
0.23155, 0.424248, -0.322268, 
-0.503532, 0.481321, -0.319482, 
